variant,trajectory_id,step,seed,latency_ms,peak_allocated_gib,peak_reserved_gib,mse,mae
p37,11,48,11000090,175.98890699991898,4.6235761642456055,4.7578125,0.0021522331517189,0.0274762343615293
p37,11,56,11000098,177.44575100005022,4.6235761642456055,4.7578125,0.0004267129988875,0.0124061005190014
p37,15,0,15000042,171.43282899996848,4.624855995178223,4.7578125,0.0074834236875176,0.050927460193634
p37,15,8,15000050,181.77834800007983,4.624855995178223,4.7578125,0.0024053268134593,0.0336180590093135
p37,15,16,15000058,175.81107399928442,4.624855995178223,4.7578125,0.0114735467359423,0.0683337375521659
p37,15,24,15000066,166.22442299922113,4.624855995178223,4.7578125,0.0256936345249414,0.0707341209053993
p37,15,32,15000074,178.50592600007076,4.624855995178223,4.7578125,0.0203234013170003,0.0459242537617683
p37,15,40,15000082,173.77650100024766,4.624855995178223,4.7578125,0.010200529359281,0.032658752053976
p37,15,48,15000090,168.91832800138218,4.624855995178223,4.7578125,0.0041422061622142,0.0421757362782955
p37,15,56,15000098,166.53545100052725,4.624855995178223,4.7578125,0.0084879649803042,0.0503888204693794
p37,23,0,23000042,166.99833199891145,4.625043869018555,4.7578125,0.0242017395794391,0.0997578352689743
p37,23,8,23000050,171.65041899897915,4.625043869018555,4.7578125,0.0018414134392514,0.0286418329924345
p37,23,16,23000058,179.3722969996452,4.625043869018555,4.7578125,0.0020194060634821,0.023750802502036
p37,23,24,23000066,175.60046399921703,4.625043869018555,4.7578125,0.0100771086290478,0.0299240332096815
p37,23,32,23000074,169.3648309992568,4.625043869018555,4.7578125,0.0009280414087697,0.0171073749661445
p37,23,40,23000082,171.14295499959553,4.625043869018555,4.7578125,0.0010408827802166,0.0173943918198347
p37,23,48,23000090,167.46797999985574,4.625043869018555,4.7578125,0.0027404404245316,0.0218826476484537
p37,23,56,23000098,171.88336400067783,4.625043869018555,4.7578125,0.002803738694638,0.0277128685265779
p37,26,0,26000042,189.94311500136973,4.624939918518066,4.7578125,0.00095689058071,0.0203787088394165
p37,26,8,26000050,175.9682089996204,4.624939918518066,4.7578125,0.0009319848613813,0.0174728948622941
p37,26,16,26000058,170.06604999914998,4.624939918518066,4.7578125,0.0008559837588109,0.0180920325219631
p37,26,24,26000066,163.76122899964685,4.624939918518066,4.7578125,0.0005747838295064,0.017938744276762
p37,26,32,26000074,175.90536399984558,4.624939918518066,4.7578125,0.0005301562487147,0.0157578159123659
p37,26,40,26000082,164.440361000743,4.624939918518066,4.7578125,0.0007056391914375,0.0195790193974971
p37,26,48,26000090,164.30775499975425,4.624939918518066,4.7578125,0.002708951709792,0.0314619913697242
p37,26,56,26000098,168.0778999998438,4.624939918518066,4.7578125,0.0013678417308256,0.0230265092104673
p50,43,0,43000042,133.53206399915507,4.179659843444824,4.275390625,0.0077432990074157,0.0484656170010566
p50,43,8,43000050,135.858740999538,4.179659843444824,4.275390625,0.0018168751848861,0.0263503063470125
p50,43,16,43000058,128.21227899985388,4.179659843444824,4.275390625,0.0081944735720753,0.0495935566723346
p50,43,24,43000066,127.53587299994253,4.179659843444824,4.275390625,0.0314069874584674,0.0888027027249336
p50,43,32,43000074,127.58385099914447,4.179659843444824,4.275390625,0.0176070649176836,0.0614454485476017
p50,43,40,43000082,134.11761800125532,4.179659843444824,4.275390625,0.0128314346075057,0.0593903250992298
p50,43,48,43000090,132.1344650004903,4.179659843444824,4.275390625,0.0064298445358872,0.0551494732499122
p50,43,56,43000098,129.8966330014082,4.179659843444824,4.275390625,0.0185442958027124,0.0800085589289665
p50,2,0,2000042,125.69161499959591,4.1797285079956055,4.275390625,0.002553119091317,0.0358033068478107
p50,2,8,2000050,126.46067300011056,4.1797285079956055,4.275390625,0.0009061406599357,0.0220431890338659
p50,2,16,2000058,125.40201199954026,4.1797285079956055,4.275390625,0.0021871433127671,0.0332775264978408
p50,2,24,2000066,129.40802699995402,4.1797285079956055,4.275390625,0.002819332992658,0.038082156330347
p50,2,32,2000074,129.23992700052622,4.1797285079956055,4.275390625,0.0077048731036484,0.0617012418806552
p50,2,40,2000082,126.85616499948082,4.1797285079956055,4.275390625,0.0076595195569098,0.0578770712018013
p50,2,48,2000090,129.10705799913558,4.1797285079956055,4.275390625,0.0018982513574883,0.0283791311085224
p50,2,56,2000098,126.83946499964804,4.1797285079956055,4.275390625,0.0197436977177858,0.0514301657676696
p50,4,0,4000042,129.0477530001226,4.180168628692627,4.318359375,0.0048397905193269,0.051175870001316
p50,4,8,4000050,127.2632860000158,4.180168628692627,4.318359375,0.0084131490439176,0.0500587485730648
p50,4,16,4000058,126.22665700109792,4.180168628692627,4.318359375,0.0117375282570719,0.060215413570404
